,Menu,Day,Promotion,Month,Total_Qty,Sales_Status,Year,Date
3426,Tiramisu,Sunday,Yes,5,18,Best Seller,2024,2024-05-05
3427,Taro Latte,Sunday,No,5,19,Best Seller,2024,2024-05-05
3428,Muffin,Sunday,Yes,5,20,Best Seller,2024,2024-05-05
3429,Latte,Sunday,Yes,5,17,Less Popular,2024,2024-05-05
3430,Cinnamon Roll,Sunday,Yes,5,24,Best Seller,2024,2024-05-05
3431,Flat White,Sunday,No,5,12,Less Popular,2024,2024-05-05
3432,French Fries,Sunday,No,5,33,Best Seller,2024,2024-05-05
3433,Tiramisu,Sunday,No,5,15,Best Seller,2024,2024-05-05
3434,Muffin,Sunday,No,5,19,Best Seller,2024,2024-05-05
3435,Cold Brew,Sunday,Yes,5,11,Less Popular,2024,2024-05-05
3436,Chicken Wings,Sunday,No,5,24,Best Seller,2024,2024-05-05
3437,Matcha Latte,Sunday,No,5,21,Best Seller,2024,2024-05-05
3438,Americano,Sunday,No,5,10,Less Popular,2024,2024-05-05
3439,Lemon Tea,Sunday,No,5,31,Best Seller,2024,2024-05-05
3440,Spaghetti,Sunday,No,5,19,Best Seller,2024,2024-05-05
3441,Lychee Tea,Sunday,No,5,34,Best Seller,2024,2024-05-05
3442,Sandwich,Sunday,No,5,21,Best Seller,2024,2024-05-05
3443,Matcha Latte,Sunday,No,5,24,Best Seller,2024,2024-05-05
3444,Iced Latte,Sunday,No,5,26,Best Seller,2024,2024-05-05
3445,Spaghetti,Sunday,No,5,18,Best Seller,2024,2024-05-05
3446,Flat White,Sunday,Yes,5,12,Less Popular,2024,2024-05-05
3447,Lemon Tea,Sunday,No,5,30,Best Seller,2024,2024-05-05
3448,Spaghetti,Sunday,Yes,5,17,Best Seller,2024,2024-05-05
3449,Toast,Monday,No,5,13,Less Popular,2024,2024-05-06
3450,Muffin,Monday,No,5,13,Less Popular,2024,2024-05-06
3451,Chicken Wings,Monday,Yes,5,18,Best Seller,2024,2024-05-06
3452,Americano,Monday,Yes,5,21,Best Seller,2024,2024-05-06
3453,Pain au Chocolat,Monday,No,5,16,Less Popular,2024,2024-05-06
3454,Mocha,Monday,Yes,5,19,Less Popular,2024,2024-05-06
3455,Taro Latte,Monday,No,5,11,Less Popular,2024,2024-05-06
3456,Red Velvet Cake,Monday,Yes,5,12,Less Popular,2024,2024-05-06
3457,Red Velvet Cake,Monday,Yes,5,13,Less Popular,2024,2024-05-06
3458,Peach Tea,Monday,No,5,18,Less Popular,2024,2024-05-06
3459,Taro Latte,Monday,Yes,5,13,Less Popular,2024,2024-05-06
3460,Spaghetti,Monday,Yes,5,12,Less Popular,2024,2024-05-06
3461,Peach Tea,Monday,No,5,18,Less Popular,2024,2024-05-06
3462,Es Kopi Susu Gula Aren,Monday,No,5,22,Best Seller,2024,2024-05-06
3463,Donut,Monday,Yes,5,26,Best Seller,2024,2024-05-06
3464,Cookies,Monday,No,5,15,Less Popular,2024,2024-05-06
3465,Cold Brew,Monday,No,5,19,Best Seller,2024,2024-05-06
3466,Affogato,Monday,Yes,5,7,Less Popular,2024,2024-05-06
3467,Cinnamon Roll,Monday,Yes,5,15,Best Seller,2024,2024-05-06
3468,Taro Latte,Monday,No,5,11,Less Popular,2024,2024-05-06
3469,Cappuccino,Monday,No,5,14,Less Popular,2024,2024-05-06
3470,Iced Americano,Monday,No,5,34,Best Seller,2024,2024-05-06
3471,Tea Latte,Monday,No,5,7,Less Popular,2024,2024-05-06
3472,Cheesecake,Monday,Yes,5,13,Best Seller,2024,2024-05-06
3473,Croissant,Monday,Yes,5,20,Best Seller,2024,2024-05-06
3474,Matcha Latte,Monday,No,5,11,Less Popular,2024,2024-05-06
3475,Cinnamon Roll,Monday,Yes,5,15,Best Seller,2024,2024-05-06
3476,Cold Brew,Monday,Yes,5,28,Best Seller,2024,2024-05-06
3477,Cold Brew,Monday,Yes,5,23,Best Seller,2024,2024-05-06
3478,Latte,Monday,Yes,5,25,Less Popular,2024,2024-05-06
3479,Lemon Tea,Monday,Yes,5,20,Best Seller,2024,2024-05-06
3480,Tea Latte,Monday,No,5,8,Less Popular,2024,2024-05-06
3481,Lemon Tea,Monday,No,5,18,Less Popular,2024,2024-05-06
3482,Es Kopi Susu Gula Aren,Monday,No,5,28,Best Seller,2024,2024-05-06
3483,Burger,Monday,No,5,12,Less Popular,2024,2024-05-06
3484,Es Kopi Susu Gula Aren,Monday,No,5,30,Best Seller,2024,2024-05-06
3485,Chicken Wings,Tuesday,Yes,5,17,Best Seller,2024,2024-05-07
3486,Es Kopi Susu Gula Aren,Tuesday,No,5,29,Best Seller,2024,2024-05-07
3487,Mineral Water,Tuesday,No,5,11,Less Popular,2024,2024-05-07
3488,Donut,Tuesday,Yes,5,23,Best Seller,2024,2024-05-07
3489,Red Velvet Cake,Tuesday,Yes,5,12,Less Popular,2024,2024-05-07
3490,Muffin,Tuesday,Yes,5,17,Best Seller,2024,2024-05-07
3491,Latte,Tuesday,Yes,5,23,Less Popular,2024,2024-05-07
3492,Flat White,Tuesday,Yes,5,14,Less Popular,2024,2024-05-07
3493,Sandwich,Tuesday,No,5,12,Less Popular,2024,2024-05-07
3494,Taro Latte,Tuesday,Yes,5,13,Less Popular,2024,2024-05-07
3495,Peach Tea,Tuesday,No,5,16,Less Popular,2024,2024-05-07
3496,Lychee Tea,Tuesday,No,5,18,Less Popular,2024,2024-05-07
3497,Taro Latte,Tuesday,Yes,5,14,Less Popular,2024,2024-05-07
3498,Burger,Tuesday,No,5,15,Less Popular,2024,2024-05-07
3499,Lemon Tea,Tuesday,No,5,18,Less Popular,2024,2024-05-07
3500,Lychee Tea,Tuesday,No,5,20,Less Popular,2024,2024-05-07
3501,Chicken Wings,Tuesday,No,5,14,Less Popular,2024,2024-05-07
3502,Croissant,Tuesday,Yes,5,18,Best Seller,2024,2024-05-07
3503,French Fries,Tuesday,No,5,17,Less Popular,2024,2024-05-07
3504,Chocolate,Tuesday,No,5,17,Less Popular,2024,2024-05-07
3505,Americano,Tuesday,Yes,5,22,Best Seller,2024,2024-05-07
3506,Sandwich,Tuesday,No,5,13,Less Popular,2024,2024-05-07
3507,Toast,Tuesday,Yes,5,16,Best Seller,2024,2024-05-07
3508,Affogato,Tuesday,No,5,6,Less Popular,2024,2024-05-07
3509,Cappuccino,Tuesday,Yes,5,21,Best Seller,2024,2024-05-07
3510,Toast,Tuesday,Yes,5,17,Best Seller,2024,2024-05-07
3511,Mineral Water,Tuesday,No,5,13,Less Popular,2024,2024-05-07
3512,Americano,Tuesday,No,5,20,Less Popular,2024,2024-05-07
3513,Americano,Tuesday,No,5,17,Less Popular,2024,2024-05-07
3514,Lychee Tea,Tuesday,No,5,21,Less Popular,2024,2024-05-07
3515,Brownies,Tuesday,Yes,5,19,Best Seller,2024,2024-05-07
3516,French Fries,Tuesday,No,5,17,Less Popular,2024,2024-05-07
3517,Brownies,Tuesday,Yes,5,16,Best Seller,2024,2024-05-07
3518,Burger,Tuesday,No,5,14,Less Popular,2024,2024-05-07
3519,Cinnamon Roll,Tuesday,No,5,15,Less Popular,2024,2024-05-07
3520,Green Tea,Tuesday,Yes,5,17,Best Seller,2024,2024-05-07
3521,Muffin,Tuesday,No,5,15,Less Popular,2024,2024-05-07
3522,Toast,Tuesday,No,5,15,Less Popular,2024,2024-05-07
3523,Americano,Tuesday,No,5,20,Less Popular,2024,2024-05-07
3524,Croissant,Tuesday,No,5,15,Less Popular,2024,2024-05-07
3525,Peach Tea,Tuesday,No,5,16,Less Popular,2024,2024-05-07
3526,Red Velvet Cake,Wednesday,Yes,5,12,Less Popular,2024,2024-05-08
3527,Peach Tea,Wednesday,Yes,5,22,Best Seller,2024,2024-05-08
3528,Cappuccino,Wednesday,No,5,16,Less Popular,2024,2024-05-08
3529,Cold Brew,Wednesday,No,5,19,Best Seller,2024,2024-05-08
3530,Chocolate,Wednesday,No,5,11,Less Popular,2024,2024-05-08
3531,Tea Latte,Wednesday,No,5,5,Less Popular,2024,2024-05-08
3532,Chicken Wings,Wednesday,Yes,5,18,Best Seller,2024,2024-05-08
3533,Chicken Wings,Wednesday,No,5,16,Less Popular,2024,2024-05-08
3534,Lemon Tea,Wednesday,No,5,15,Less Popular,2024,2024-05-08
3535,Cookies,Wednesday,No,5,14,Less Popular,2024,2024-05-08
3536,Cookies,Wednesday,No,5,15,Less Popular,2024,2024-05-08
3537,Cheesecake,Wednesday,Yes,5,11,Best Seller,2024,2024-05-08
3538,Pain au Chocolat,Wednesday,Yes,5,15,Best Seller,2024,2024-05-08
3539,Toast,Wednesday,Yes,5,17,Best Seller,2024,2024-05-08
3540,Cold Brew,Wednesday,No,5,20,Best Seller,2024,2024-05-08
3541,Red Velvet Cake,Wednesday,No,5,9,Less Popular,2024,2024-05-08
3542,Tiramisu,Wednesday,Yes,5,12,Less Popular,2024,2024-05-08
3543,Iced Latte,Wednesday,No,5,25,Best Seller,2024,2024-05-08
3544,Chicken Wings,Wednesday,No,5,15,Less Popular,2024,2024-05-08
3545,Red Velvet Cake,Thursday,Yes,5,10,Less Popular,2024,2024-05-09
3546,Lemon Tea,Thursday,Yes,5,20,Best Seller,2024,2024-05-09
3547,Green Tea,Thursday,No,5,13,Less Popular,2024,2024-05-09
3548,Pain au Chocolat,Thursday,No,5,15,Less Popular,2024,2024-05-09
3549,Espresso,Thursday,Yes,5,14,Best Seller,2024,2024-05-09
3550,Tea Latte,Thursday,Yes,5,8,Less Popular,2024,2024-05-09
3551,Mocha,Thursday,No,5,14,Less Popular,2024,2024-05-09
3552,Lychee Tea,Thursday,No,5,21,Less Popular,2024,2024-05-09
3553,Croissant,Thursday,Yes,5,18,Best Seller,2024,2024-05-09
3554,Toast,Thursday,Yes,5,16,Best Seller,2024,2024-05-09
3555,Cookies,Thursday,No,5,14,Less Popular,2024,2024-05-09
3556,Tiramisu,Thursday,No,5,10,Less Popular,2024,2024-05-09
3557,Americano,Thursday,Yes,5,28,Best Seller,2024,2024-05-09
3558,Macchiato,Thursday,No,5,16,Less Popular,2024,2024-05-09
3559,Cold Brew,Thursday,Yes,5,27,Best Seller,2024,2024-05-09
3560,Sandwich,Thursday,No,5,12,Less Popular,2024,2024-05-09
3561,Latte,Thursday,Yes,5,20,Less Popular,2024,2024-05-09
3562,Taro Latte,Thursday,No,5,12,Less Popular,2024,2024-05-09
3563,Latte,Thursday,Yes,5,20,Less Popular,2024,2024-05-09
3564,Cold Brew,Thursday,No,5,19,Best Seller,2024,2024-05-09
3565,Latte,Thursday,No,5,22,Less Popular,2024,2024-05-09
3566,Sandwich,Thursday,No,5,13,Less Popular,2024,2024-05-09
3567,Lychee Tea,Thursday,Yes,5,31,Best Seller,2024,2024-05-09
3568,Cinnamon Roll,Thursday,No,5,13,Less Popular,2024,2024-05-09
3569,Cheesecake,Thursday,No,5,12,Less Popular,2024,2024-05-09
3570,Toast,Thursday,No,5,15,Less Popular,2024,2024-05-09
3571,Tea Latte,Thursday,Yes,5,10,Less Popular,2024,2024-05-09
3572,Peach Tea,Thursday,No,5,16,Less Popular,2024,2024-05-09
3573,Tea Latte,Thursday,No,5,7,Less Popular,2024,2024-05-09
3574,Cinnamon Roll,Thursday,No,5,11,Less Popular,2024,2024-05-09
3575,Mocha,Thursday,No,5,16,Less Popular,2024,2024-05-09
3576,Lemon Tea,Thursday,No,5,20,Less Popular,2024,2024-05-09
3577,Cheesecake,Friday,No,5,14,Best Seller,2024,2024-05-10
3578,Red Velvet Latte,Friday,Yes,5,17,Less Popular,2024,2024-05-10
3579,Vietnamese Coffee,Friday,No,5,13,Best Seller,2024,2024-05-10
3580,Tiramisu,Friday,No,5,14,Best Seller,2024,2024-05-10
3581,Cinnamon Roll,Friday,No,5,12,Less Popular,2024,2024-05-10
3582,Mineral Water,Friday,Yes,5,22,Best Seller,2024,2024-05-10
3583,Cinnamon Roll,Friday,No,5,18,Less Popular,2024,2024-05-10
3584,Cinnamon Roll,Friday,No,5,16,Less Popular,2024,2024-05-10
3585,Toast,Friday,Yes,5,20,Best Seller,2024,2024-05-10
3586,Latte,Friday,No,5,17,Less Popular,2024,2024-05-10
3587,Cookies,Friday,No,5,18,Less Popular,2024,2024-05-10
3588,Cinnamon Roll,Friday,No,5,15,Less Popular,2024,2024-05-10
3589,Chocolate,Friday,No,5,20,Less Popular,2024,2024-05-10
3590,Muffin,Friday,No,5,16,Less Popular,2024,2024-05-10
3591,Chocolate,Friday,No,5,17,Less Popular,2024,2024-05-10
3592,Cookies,Friday,No,5,18,Less Popular,2024,2024-05-10
3593,Mineral Water,Saturday,Yes,5,19,Best Seller,2024,2024-05-11
3594,Chicken Wings,Saturday,No,5,26,Best Seller,2024,2024-05-11
3595,Green Tea,Saturday,Yes,5,28,Best Seller,2024,2024-05-11
3596,Mineral Water,Saturday,No,5,13,Best Seller,2024,2024-05-11
3597,Vietnamese Coffee,Saturday,Yes,5,15,Best Seller,2024,2024-05-11
3598,Red Velvet Latte,Saturday,Yes,5,20,Best Seller,2024,2024-05-11
3599,Cookies,Saturday,No,5,22,Best Seller,2024,2024-05-11
3600,Sandwich,Saturday,Yes,5,24,Best Seller,2024,2024-05-11
3601,Mocha,Saturday,No,5,17,Less Popular,2024,2024-05-11
3602,Cappuccino,Saturday,No,5,17,Less Popular,2024,2024-05-11
3603,Red Velvet Cake,Saturday,Yes,5,20,Best Seller,2024,2024-05-11
3604,Cappuccino,Saturday,No,5,18,Less Popular,2024,2024-05-11
3605,Espresso,Saturday,No,5,5,Less Popular,2024,2024-05-11
3606,Tea Latte,Saturday,Yes,5,13,Best Seller,2024,2024-05-11
3607,Mocha,Saturday,No,5,13,Less Popular,2024,2024-05-11
3608,Red Velvet Latte,Saturday,No,5,21,Best Seller,2024,2024-05-11
3609,Mocha,Saturday,No,5,16,Less Popular,2024,2024-05-11
3610,Muffin,Saturday,No,5,18,Best Seller,2024,2024-05-11
3611,Chocolate,Saturday,No,5,24,Best Seller,2024,2024-05-11
3612,Es Kopi Susu Gula Aren,Sunday,Yes,5,32,Best Seller,2024,2024-05-12
3613,Pain au Chocolat,Sunday,No,5,25,Best Seller,2024,2024-05-12
3614,Spaghetti,Sunday,Yes,5,20,Best Seller,2024,2024-05-12
3615,Spaghetti,Sunday,No,5,19,Best Seller,2024,2024-05-12
3616,Sandwich,Sunday,No,5,21,Best Seller,2024,2024-05-12
3617,Vietnamese Coffee,Sunday,No,5,14,Best Seller,2024,2024-05-12
3618,Cookies,Sunday,No,5,23,Best Seller,2024,2024-05-12
3619,Iced Latte,Sunday,No,5,29,Best Seller,2024,2024-05-12
3620,Tiramisu,Sunday,No,5,23,Best Seller,2024,2024-05-12
3621,Green Tea,Sunday,Yes,5,21,Best Seller,2024,2024-05-12
3622,Mocha,Sunday,No,5,15,Less Popular,2024,2024-05-12
3623,Americano,Sunday,No,5,11,Less Popular,2024,2024-05-12
3624,French Fries,Sunday,No,5,32,Best Seller,2024,2024-05-12
3625,Toast,Sunday,Yes,5,30,Best Seller,2024,2024-05-12
3626,Toast,Sunday,No,5,28,Best Seller,2024,2024-05-12
3627,Mineral Water,Sunday,No,5,19,Best Seller,2024,2024-05-12
3628,Green Tea,Sunday,Yes,5,27,Best Seller,2024,2024-05-12
3629,Taro Latte,Sunday,No,5,17,Best Seller,2024,2024-05-12
3630,Latte,Sunday,Yes,5,21,Less Popular,2024,2024-05-12
3631,Burger,Sunday,No,5,24,Best Seller,2024,2024-05-12
3632,Macchiato,Sunday,No,5,10,Less Popular,2024,2024-05-12
3633,Peach Tea,Sunday,No,5,30,Best Seller,2024,2024-05-12
3634,Brownies,Sunday,No,5,24,Best Seller,2024,2024-05-12
3635,Vietnamese Coffee,Sunday,Yes,5,15,Best Seller,2024,2024-05-12
3636,Croissant,Sunday,No,5,23,Best Seller,2024,2024-05-12
3637,Flat White,Sunday,No,5,13,Less Popular,2024,2024-05-12
3638,Cold Brew,Sunday,No,5,11,Less Popular,2024,2024-05-12
3639,Sandwich,Sunday,No,5,22,Best Seller,2024,2024-05-12
3640,Toast,Sunday,Yes,5,23,Best Seller,2024,2024-05-12
3641,Matcha Latte,Sunday,No,5,21,Best Seller,2024,2024-05-12
3642,Mocha,Sunday,No,5,15,Less Popular,2024,2024-05-12
3643,Cinnamon Roll,Sunday,No,5,25,Best Seller,2024,2024-05-12
3644,Lychee Tea,Sunday,Yes,5,34,Best Seller,2024,2024-05-12
3645,Muffin,Monday,No,5,11,Less Popular,2024,2024-05-13
3646,French Fries,Monday,No,5,17,Less Popular,2024,2024-05-13
3647,Pain au Chocolat,Monday,No,5,15,Less Popular,2024,2024-05-13
3648,Mineral Water,Monday,No,5,11,Less Popular,2024,2024-05-13
3649,Muffin,Monday,Yes,5,17,Best Seller,2024,2024-05-13
3650,Chocolate,Monday,Yes,5,18,Less Popular,2024,2024-05-13
3651,Cheesecake,Monday,No,5,10,Less Popular,2024,2024-05-13
3652,Cheesecake,Monday,Yes,5,11,Best Seller,2024,2024-05-13
3653,Peach Tea,Monday,Yes,5,28,Best Seller,2024,2024-05-13
3654,Cinnamon Roll,Monday,Yes,5,19,Best Seller,2024,2024-05-13
3655,Mocha,Monday,Yes,5,19,Less Popular,2024,2024-05-13
3656,Cold Brew,Monday,No,5,19,Best Seller,2024,2024-05-13
3657,Latte,Monday,Yes,5,19,Less Popular,2024,2024-05-13
3658,Iced Americano,Monday,No,5,33,Best Seller,2024,2024-05-13
3659,Red Velvet Latte,Monday,No,5,13,Less Popular,2024,2024-05-13
3660,Taro Latte,Monday,No,5,11,Less Popular,2024,2024-05-13
3661,Mineral Water,Monday,No,5,13,Less Popular,2024,2024-05-13
3662,Cookies,Monday,No,5,19,Less Popular,2024,2024-05-13
3663,Cinnamon Roll,Monday,No,5,15,Less Popular,2024,2024-05-13
3664,Taro Latte,Monday,No,5,11,Less Popular,2024,2024-05-13
3665,Peach Tea,Monday,Yes,5,25,Best Seller,2024,2024-05-13
3666,Green Tea,Monday,Yes,5,18,Best Seller,2024,2024-05-13
3667,Cinnamon Roll,Monday,Yes,5,19,Best Seller,2024,2024-05-13
3668,Peach Tea,Monday,Yes,5,21,Best Seller,2024,2024-05-13
3669,Americano,Monday,No,5,16,Less Popular,2024,2024-05-13
3670,Mocha,Monday,Yes,5,17,Less Popular,2024,2024-05-13
3671,Brownies,Monday,Yes,5,13,Best Seller,2024,2024-05-13
3672,French Fries,Monday,Yes,5,23,Best Seller,2024,2024-05-13
3673,Sandwich,Monday,No,5,12,Less Popular,2024,2024-05-13
3674,Espresso,Monday,No,5,9,Less Popular,2024,2024-05-13
3675,Croissant,Monday,No,5,17,Less Popular,2024,2024-05-13
3676,Cappuccino,Monday,No,5,15,Less Popular,2024,2024-05-13
3677,Donut,Monday,No,5,17,Less Popular,2024,2024-05-13
3678,Taro Latte,Monday,Yes,5,14,Less Popular,2024,2024-05-13
3679,Iced Americano,Monday,No,5,37,Best Seller,2024,2024-05-13
3680,Croissant,Tuesday,No,5,17,Less Popular,2024,2024-05-14
3681,Lychee Tea,Tuesday,No,5,22,Less Popular,2024,2024-05-14
3682,Flat White,Tuesday,No,5,14,Less Popular,2024,2024-05-14
3683,Vietnamese Coffee,Tuesday,No,5,12,Best Seller,2024,2024-05-14
3684,Pain au Chocolat,Tuesday,No,5,15,Less Popular,2024,2024-05-14
3685,French Fries,Tuesday,Yes,5,20,Best Seller,2024,2024-05-14
3686,French Fries,Tuesday,No,5,19,Less Popular,2024,2024-05-14
3687,Es Kopi Susu Gula Aren,Tuesday,Yes,5,35,Best Seller,2024,2024-05-14
3688,Red Velvet Latte,Tuesday,No,5,13,Less Popular,2024,2024-05-14
3689,Lemon Tea,Tuesday,Yes,5,27,Best Seller,2024,2024-05-14
3690,Pain au Chocolat,Tuesday,No,5,16,Less Popular,2024,2024-05-14
3691,Iced Americano,Tuesday,Yes,5,47,Best Seller,2024,2024-05-14
3692,Cheesecake,Tuesday,Yes,5,11,Best Seller,2024,2024-05-14
3693,Red Velvet Cake,Tuesday,No,5,11,Less Popular,2024,2024-05-14
3694,Matcha Latte,Tuesday,Yes,5,20,Less Popular,2024,2024-05-14
3695,Muffin,Tuesday,Yes,5,18,Best Seller,2024,2024-05-14
3696,Iced Americano,Tuesday,No,5,36,Best Seller,2024,2024-05-14
3697,Cold Brew,Tuesday,Yes,5,24,Best Seller,2024,2024-05-14
3698,Donut,Tuesday,Yes,5,25,Best Seller,2024,2024-05-14
3699,Cappuccino,Tuesday,No,5,18,Less Popular,2024,2024-05-14
3700,Tiramisu,Tuesday,Yes,5,13,Less Popular,2024,2024-05-14
3701,Mineral Water,Tuesday,No,5,11,Less Popular,2024,2024-05-14
3702,Donut,Tuesday,Yes,5,25,Best Seller,2024,2024-05-14
3703,Cappuccino,Tuesday,No,5,18,Less Popular,2024,2024-05-14
3704,Cheesecake,Tuesday,No,5,12,Less Popular,2024,2024-05-14
3705,Toast,Tuesday,No,5,12,Less Popular,2024,2024-05-14
3706,Burger,Tuesday,No,5,12,Less Popular,2024,2024-05-14
3707,French Fries,Tuesday,Yes,5,23,Best Seller,2024,2024-05-14
3708,Chocolate,Tuesday,No,5,14,Less Popular,2024,2024-05-14
3709,Matcha Latte,Wednesday,Yes,5,18,Less Popular,2024,2024-05-15
3710,Chocolate,Wednesday,No,5,12,Less Popular,2024,2024-05-15
3711,Cinnamon Roll,Wednesday,No,5,12,Less Popular,2024,2024-05-15
3712,Americano,Wednesday,Yes,5,21,Best Seller,2024,2024-05-15
3713,Croissant,Wednesday,Yes,5,20,Best Seller,2024,2024-05-15
3714,Pain au Chocolat,Wednesday,No,5,16,Less Popular,2024,2024-05-15
3715,Chocolate,Wednesday,Yes,5,16,Less Popular,2024,2024-05-15
3716,Affogato,Wednesday,No,5,6,Less Popular,2024,2024-05-15
3717,Brownies,Wednesday,No,5,14,Less Popular,2024,2024-05-15
3718,Pain au Chocolat,Wednesday,Yes,5,18,Best Seller,2024,2024-05-15
3719,Cheesecake,Wednesday,No,5,10,Less Popular,2024,2024-05-15
3720,Vietnamese Coffee,Wednesday,No,5,15,Best Seller,2024,2024-05-15
3721,Muffin,Wednesday,No,5,14,Less Popular,2024,2024-05-15
3722,Flat White,Wednesday,No,5,12,Less Popular,2024,2024-05-15
3723,Americano,Wednesday,Yes,5,24,Best Seller,2024,2024-05-15
3724,Brownies,Wednesday,No,5,12,Less Popular,2024,2024-05-15
3725,Red Velvet Latte,Wednesday,Yes,5,13,Less Popular,2024,2024-05-15
3726,Iced Latte,Wednesday,No,5,25,Best Seller,2024,2024-05-15
3727,Chicken Wings,Wednesday,Yes,5,19,Best Seller,2024,2024-05-15
3728,Toast,Wednesday,Yes,5,15,Best Seller,2024,2024-05-15
3729,Pain au Chocolat,Thursday,No,5,13,Less Popular,2024,2024-05-16
3730,Vietnamese Coffee,Thursday,Yes,5,13,Best Seller,2024,2024-05-16
3731,Macchiato,Thursday,Yes,5,23,Best Seller,2024,2024-05-16
3732,Muffin,Thursday,No,5,14,Less Popular,2024,2024-05-16
3733,Muffin,Thursday,No,5,13,Less Popular,2024,2024-05-16
3734,Red Velvet Latte,Thursday,Yes,5,14,Less Popular,2024,2024-05-16
3735,Croissant,Thursday,No,5,14,Less Popular,2024,2024-05-16
3736,Americano,Thursday,No,5,16,Less Popular,2024,2024-05-16
3737,Red Velvet Cake,Thursday,No,5,10,Less Popular,2024,2024-05-16
3738,Chicken Wings,Thursday,Yes,5,18,Best Seller,2024,2024-05-16
3739,French Fries,Thursday,No,5,19,Less Popular,2024,2024-05-16
3740,Latte,Thursday,No,5,17,Less Popular,2024,2024-05-16
3741,Vietnamese Coffee,Thursday,Yes,5,15,Best Seller,2024,2024-05-16
3742,Brownies,Thursday,Yes,5,17,Best Seller,2024,2024-05-16
3743,Cappuccino,Thursday,No,5,15,Less Popular,2024,2024-05-16
3744,Cookies,Thursday,Yes,5,22,Best Seller,2024,2024-05-16
3745,Tea Latte,Thursday,Yes,5,10,Less Popular,2024,2024-05-16
3746,Pain au Chocolat,Thursday,No,5,15,Less Popular,2024,2024-05-16
3747,Red Velvet Latte,Thursday,No,5,12,Less Popular,2024,2024-05-16
3748,Mocha,Thursday,No,5,16,Less Popular,2024,2024-05-16
3749,Pain au Chocolat,Thursday,Yes,5,17,Best Seller,2024,2024-05-16
3750,Affogato,Thursday,No,5,6,Less Popular,2024,2024-05-16
3751,Taro Latte,Thursday,Yes,5,14,Less Popular,2024,2024-05-16
3752,Sandwich,Thursday,No,5,13,Less Popular,2024,2024-05-16
3753,Green Tea,Thursday,No,5,15,Less Popular,2024,2024-05-16
3754,Iced Latte,Friday,No,5,25,Best Seller,2024,2024-05-17
3755,Vietnamese Coffee,Friday,No,5,11,Best Seller,2024,2024-05-17
3756,Pain au Chocolat,Friday,No,5,19,Less Popular,2024,2024-05-17
3757,French Fries,Friday,No,5,20,Less Popular,2024,2024-05-17
3758,Cappuccino,Friday,No,5,20,Less Popular,2024,2024-05-17
3759,Es Kopi Susu Gula Aren,Friday,Yes,5,37,Best Seller,2024,2024-05-17
3760,Latte,Friday,No,5,17,Less Popular,2024,2024-05-17
3761,Peach Tea,Friday,No,5,20,Best Seller,2024,2024-05-17
3762,Lemon Tea,Friday,No,5,24,Best Seller,2024,2024-05-17
3763,Green Tea,Friday,Yes,5,21,Best Seller,2024,2024-05-17
3764,Cinnamon Roll,Friday,Yes,5,17,Best Seller,2024,2024-05-17
3765,Es Kopi Susu Gula Aren,Friday,Yes,5,37,Best Seller,2024,2024-05-17
3766,Croissant,Friday,No,5,18,Less Popular,2024,2024-05-17
3767,Cold Brew,Friday,No,5,17,Best Seller,2024,2024-05-17
3768,Lemon Tea,Friday,No,5,23,Best Seller,2024,2024-05-17
3769,Cheesecake,Friday,Yes,5,13,Best Seller,2024,2024-05-17
3770,French Fries,Friday,No,5,21,Less Popular,2024,2024-05-17
3771,Americano,Friday,No,5,15,Less Popular,2024,2024-05-17
3772,Tiramisu,Friday,No,5,15,Best Seller,2024,2024-05-17
3773,French Fries,Friday,Yes,5,24,Best Seller,2024,2024-05-17
3774,Mineral Water,Friday,Yes,5,20,Best Seller,2024,2024-05-17
3775,Muffin,Friday,No,5,16,Less Popular,2024,2024-05-17
3776,Muffin,Friday,No,5,16,Less Popular,2024,2024-05-17
3777,Lychee Tea,Friday,Yes,5,31,Best Seller,2024,2024-05-17
3778,Red Velvet Latte,Friday,No,5,15,Less Popular,2024,2024-05-17
3779,Burger,Friday,No,5,18,Best Seller,2024,2024-05-17
3780,Cookies,Friday,No,5,21,Less Popular,2024,2024-05-17
3781,Espresso,Friday,No,5,7,Less Popular,2024,2024-05-17
3782,Tea Latte,Friday,No,5,8,Less Popular,2024,2024-05-17
3783,Brownies,Friday,No,5,17,Best Seller,2024,2024-05-17
3784,Es Kopi Susu Gula Aren,Friday,Yes,5,40,Best Seller,2024,2024-05-17
3785,Iced Americano,Friday,No,5,30,Best Seller,2024,2024-05-17
3786,Tea Latte,Saturday,No,5,11,Best Seller,2024,2024-05-18
3787,Burger,Saturday,Yes,5,22,Best Seller,2024,2024-05-18
3788,Brownies,Saturday,No,5,23,Best Seller,2024,2024-05-18
3789,Toast,Saturday,No,5,27,Best Seller,2024,2024-05-18
3790,Croissant,Saturday,No,5,24,Best Seller,2024,2024-05-18
3791,Red Velvet Latte,Saturday,No,5,17,Best Seller,2024,2024-05-18
3792,Red Velvet Latte,Saturday,No,5,19,Best Seller,2024,2024-05-18
